EO_ID,ELCODE,EO_NUM,SNAME,COMNAME,ESA,USFS,BLM,SGCN,NPL,G_RANK,S_RANK,TOWNRANGE,COUNTY,WATERSHED,QUAD,QUADNAME,SURVEYDATE,LASTOBS,FIRSTOBS,DIRECTIONS,GENERAL_DESCRIPTION,EO_DATA,MANAGEMENT_COMMENTS,OWNER_COMMENTS,GENERAL_COMMENTS,REFERENCE_POINT_X,REFERENCE_POINT_Y,NS_EORANK,NS_EORANK_DESC,REP_ACCURACY,CONFIDENCE_EXTENT,EO_TYPE_BCD,AZ_EORANK,EORANK_COMMENTS,OWNERSHIP,SITENAME,UPDATE_AZ,INDATE_AZ,PREV_EST_AVAILABLE_DESC,POP_DATA
12872,ABXXX99999,16,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,250N150W,Mohave,15010007,35113-E8,Music Mountains SW,5/5/1993,5/5/1993,6/4/1987,Hualapai Valley: north of Sand Dunes,Catclaw wash.,"1987-06-04: Incubating, fledged 07-26-87.  also active in 1988 and 1989.  1993-05-05: Active nest.",NA,NA,General comments,236544.83,3941910.1,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private; BLM Kingman Field Office,NA,2004-01-09 GLR,2000-07-10 SMS,NA,NA
16243,ABXXX99999,150,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,170N170W,Mohave,15030103,34114-G1,Yucca SE,6/27/1986,6/27/1986,6/27/1986,Dutch Flat: Sacramento Valley,"Annual grassland, creosote.","1986-06-27: Nest 17-86, active with 2 young.",NA,NA,General comments,223393.54,3860798.76,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private; White Margined Penstemon ACEC,NA,2004-01-13 GLR,2004-03-08 SMS,NA,NA
2969,ABXXX99999,40,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S210E,Cochise,15050202,31110-G2,Land,NA,2000,1999,San Pedro River: San Pedro Valley,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,574260.59,3522570.54,NA,NA,NA,NA,NA,NA,NA,San Pedro Riparian NCA; BLM Tucson Field Office,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
6895,ABXXX99999,48,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S220E,Cochise,15050202,31110-D1,Hereford,NA,2000,1999,San Pedro River: San Raphael Del Valle,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,583662.21,3479078.99,NA,NA,NA,NA,NA,NA,NA,San Pedro Riparian NCA; BLM Tucson Field Office,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
21545,ABXXX99999,159,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220S220E,Cochise,15050202,31110-D2,Nicksville,6/20/2010,6/20/2010,6/20/2010,San Pedro River: W of Mule Mountains,NA,"2010-06-20: Adult appeared to be incubating, laying low on nest.",NA,NA,General comments,582965.44,3485045.85,E,Verified extant (viability not assessed),High,N - Confident full extent of EO is NOT known,Breeding,B,NA,San Pedro Riparian NCA; BLM Tucson Field Office,Hereford,2014-02-12 JRK,2014-02-12 JRK,No,2010: min= 2: max= :precision= Qualitative
2051,ABXXX99999,68,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S140E,Pima,15050301,31110-G7,Helvetia,NA,1999,1999,Santa Rita Mountains: E of Green Valley,NA,"1999: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,512574.12,3520758.93,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
3549,ABXXX99999,77,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S140E,Pima,15050301,31110-G8,Green Valley,NA,2000,1999,Santa Rita Mountains: Santa Cruz Valley,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,508682.58,3522749.84,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
4320,ABXXX99999,47,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S300E,Cochise,15080302,31109-D3,Cinder Hill,NA,2000,1999,Pedegrosa Mountains: San Bernardino Valley,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,663553.18,3479603.27,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
5039,ABXXX99999,78,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S140E,Pima,15050301,31110-G8,Green Valley,NA,1999,1999,Santa Cruz River: SE of Green Valley,NA,"1999: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,509621.91,3520014.65,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
6178,ABXXX99999,33,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S140E,Pima,15050301,31110-G8,Green Valley,NA,1999,1999,Santa Cruz River: SE of Green Valley,NA,"1999: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,505771.61,3522414.75,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
6215,ABXXX99999,27,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,130S220E,Cochise,15050203,32110-C2,Hookers Hot Springs,NA,2000,1999,Winchester Mountains: Allen Flats,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,581015.74,3573084.15,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
6273,ABXXX99999,25,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S300E,Cochise,15080302,31109-D3,Cinder Hill,NA,2000,1999,Pedregosa Mountains: San Bernardino Valley,NA,"1999: 2 adults, 1 nest, 1 fledge. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,663764.71,3473278.96,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-01 GLR,2002-05-08 SMS,NA,NA
6406,ABXXX99999,107,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,080S290E,Graham,15040006,32109-F3,Whitlock Mountains NE,NA,2000,2000,Whitlock Mountains: Whitlock Valley,NA,"2000: 2 adults, 1 nest (failed).",NA,NA,General comments,654622.39,3621461.68,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
6812,ABXXX99999,109,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S200E,Cochise,15050202,31110-F3,Huachuca City,NA,2000,2000,Huachuca Mountains: San Ignacio Del Babocomari,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,567176.76,3506805.72,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
8290,ABXXX99999,92,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S200E,Cochise,15050202,32110-A3,Galleta Flat East,NA,2000,2000,San Pedro River: San Pedro Valley,NA,"2000: 2 adults, 1 nest (failed).",NA,NA,General comments,565474.53,3544746.68,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
9084,ABXXX99999,31,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220S300E,Cochise,15080302,31109-E3,Pedregosa Mountains East,NA,2000,1999,Pedegrosa Mountains: San Bernardino Valley,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,663398.19,3491559.02,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
9155,ABXXX99999,12,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,040S230E,Graham,15040005,33109-A8,Fort Thomas,NA,1986-08,1986-05,Gila River: vicinity of Fort Thomas,"Honey mesquite scrubland, very open with many shrubs.","1986-05--08: 1 pair, a nest, and 1 fledged young.",NA,NA,General comments,594398.19,3656921.26,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2000-06-27 RHB,2000-07-10 SMS,NA,NA
9179,ABXXX99999,38,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,090S220E,Graham,15050201,32110-F1,Blue Jay Peak,NA,1999,1999,Pinaleno Mountains: east of Aravaipa Canyon,NA,"1999: 2 adults, 1 nest (failed).",NA,NA,General comments,588755.57,3610304.85,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
10166,ABXXX99999,26,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,130S210E,Cochise,15050203,32110-C2,Hookers Hot Springs,NA,2000,1999,Winchester Mountains: Allen Flat,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,579487.74,3571973.67,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-01 GLR,2002-05-08 SMS,NA,NA
11022,ABXXX99999,108,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,190S260E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,2000,2000,Swisshelm Mountains: Squaretop Hills,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,628279.77,3514582.79,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
11311,ABXXX99999,74,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,1999,Willcox Playa: NW of Pat Hills,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,621466.85,3549713.87,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
11364,ABXXX99999,28,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,130S220E,Cochise,15050202,32110-C1,Muskhog Mountain,NA,2000,1999,Winchester Mountains: Allen Flat,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,583297.81,3570934.15,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
11961,ABXXX99999,9,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,280N040W,Coconino,15010004,35112-G6,Hazen Hole Tank,NA,6/28/1997,6/28/1997,East of Sandstone Wash: about 2 1/4 miles northeast of Farm Dam Tank.,Nest in juniperus osteosperma.,1997-06-28: 3 fairly large fledglings in nest.,NA,NA,General comments,346260.79,3962422.06,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2000-06-26 SMS,2000-07-10 SMS,NA,NA
13137,ABXXX99999,60,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,150S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,1999,Willcox Playa: NW of Pat Hills,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,619660.33,3550059.85,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
13592,ABXXX99999,65,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S300E,Cochise,15080302,31109-D3,Cinder Hill,NA,1999,1999,San Bernardino Valley: SE of Pedegrosa Mountains,NA,"1999: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,662493.61,3475817.78,NA,NA,NA,NA,NA,NA,NA,State Land Department,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
16237,ABXXX99999,147,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230N160W,Mohave,15010007,35113-D8,Long Mountain,6/15/1986,6/15/1986,6/15/1986,Hualapai Valley: Long Mountain,"Annual grassland, catclaw.",1986-06-15: Nest active.,NA,NA,General comments,230906.55,3920921.15,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
5835,ABXXX99999,1,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240N150W,Mohave,15010007,35113-D8,Long Mountain,NA,7/1/1989,7/1/1989,Hualapai Valley: 2 miles northeast of northern end of Long Mountain.,Scrub desert grassland with braided riparian. Nest is in cholla (opuntia sp).,"1989-07-01: Nest located, 3 young in nest.",NA,"Checkerboard Of BLM, State And Private Ownership.",General comments,237719.65,3928389.95,NA,NA,Medium,N - Confident full extent of EO is NOT known,NA,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,1992-10-20 SSS,NA,NA
16210,ABXXX99999,136,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,250N150W,Mohave,15010007,35113-E8,Music Mountains SW,5/27/1986,5/27/1986,4/7/1981,Grand Wash Cliffs: Hualapai Valley,"Ladi, annual grasses.","1981-04-07: 1 individual flying high. 1981-05-28: 1 individual hovering with legs extended. 1981-06-02:  flushed from nest 81, appeared to be incubating.  1981-07-22: Downy feathers still present in nest 3-81.  1984-06-14: 1 bird at nest, 1 downy young.  1985-06-08: 2 downy young present at nest 4-85, found dead 7-7-85.  1986-05-27: Adult incubating, nest 14-86 failed 7-21-86.",NA,NA,General comments,238652.17,3939414.7,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-13 GLR,2004-01-09 SMS,NA,NA
16213,ABXXX99999,139,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,250N150W,Mohave,15010007,35113-E7,Music Mountains SE,6/21/1989,6/21/1989,8/6/1981,Hualapai Valley: Truxton Wash,"Desert willow and catclaw, annual grassland.","1985-07-07: Recently fledged immature observed.  1986-06-19: Nest 15-86 fledged 1 young approx. 7-10-86.  1986-06-20: Nest 16-86 adults in incubating posture.  1987-05-22: Nest 2-87, pair with 1 young. Two chicks in nest on 7-6-89.  1987-06-12: Nest 7-87 fledged on 7-15-87. Nest 8-87 fledged 2.  1989-06-21: Nest 3-89 adult feeding chick.",NA,NA,General comments,239719.72,3934560.98,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-01-09 SMS,NA,NA
16214,ABXXX99999,140,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,210N160W,Mohave,15010007,35113-B8,Rattlesnake Hill,5/5/1982,5/5/1982,5/5/1982,Hualapai Valley: Kingman,Annual grassland.,1982-05-05: 3 adults observed.,NA,NA,General comments,228691.74,3900848.55,NA,NA,Medium,N - Confident full extent of EO is NOT known,Observation,NA,NA,State Land Department; Private,NA,2003-12-16 GLR,2004-01-09 SMS,NA,NA
16232,ABXXX99999,142,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220N150W,Mohave,15010007,35113-C7,Peacock Peak,6/7/1986,6/7/1986,6/7/1986,Hualapai Valley: Peacock Mountains,"Annual grassland, catclaw.","1986-06-07: (sub) adult? incubating at nest 9-86. At nest 10-86, 1 dead young found.",NA,NA,General comments,239380.37,3908990.26,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16233,ABXXX99999,143,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220N150W,Mohave,15010007,35113-C8,Kingman Airport,1986,1986,1986,Hualapai Valley: Kingman,Annual grassland.,1986: Nest observed.,NA,NA,General comments,235180.9,3909715.26,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16234,ABXXX99999,144,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220N150W,Mohave,15010007,35113-C8,Kingman Airport,6/7/1986,6/7/1986,6/7/1986,Hualapai Valley: Kingman,"Catclaw, desert willow, annual grassland.","1986-06-07: Nest 11-86, adult in incubating posture. Nest 19-86 observed.",NA,NA,General comments,234937.11,3907916.96,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16235,ABXXX99999,145,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230N150W,Mohave,15010007,35113-C8,Kingman Airport,6/7/1986,6/7/1986,6/7/1986,Hualapai Valley: Kingman,"Mixed thorn scrub, annual grassland, opuntia.",1986-06-07: Observed prey capture and delivery to nest.,NA,NA,General comments,237105.79,3914285.98,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16236,ABXXX99999,146,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230N150W,Mohave,15010007,35113-C7,Peacock Peak,6/7/1986,6/7/1986,6/7/1986,Hualapai Valley: Peacock Mountains,"Mixed thorn scrub, buckhorn, yucca, opuntia.","1986-06-07: Nest 8-86, incubating 1 egg. Nest 6-86, pair fledged 2 or 3 young.",NA,NA,General comments,239513.85,3913820.66,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,State Land Department; Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
19007,AMXXX99999,28,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,060N270E,Apache,15060101,33109-H4,Big Lake North,6/9/1999,6/9/1999,6/9/1999,West Fork Black River: Burrow Mountains,NA,1999-06-09: 1 captured and released.,NA,NA,General comments,641095.15,3750854.96,U,Unrankable,High,? - Uncertain whether full extent of EO is known,Observation,NA,NA,Private,NA,2010-01-13 TWS,2010-04-23 SMS,No,NA
1178,AMXXX99999,15,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,050N290E,Apache,15060101,33109-G2,Alpine,NA,8/29/1980,8/29/1980,White Mountains: Williams Valley,NA,1980-08-29: One specimen collected.,NA,NA,General comments,662925.01,3748066.41,H,Historical,Medium,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Boneyard Grazing Allotment,NA,2010-04-30 SMS,1980-09-25 GSM,No,NA
11005,AMXXX99999,8,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,060N300E,Apache,15020001,33109-H2,Nutrioso,NA,7/30/1980,7/30/1980,White Mountains: Escudilla Mountain,1980-07-30: Spruce-fir with aspen on steep west-facing slope.,"1980-07-30: Three specimens, 2 deposited at UAZ.",NA,NA,General comments,673036.85,3755138.45,H,Historical,Medium,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Escudilla Wilderness; South Escudilla Grazing Allotment,Paddy Creek,2010-04-29 SMS,1980-09-24 GSM,No,NA
19087,AMXXX99999,30,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,040N300E,Greenlee,15060101,33109-F3,Hannagan Meadow,NA,8/29/1952,9/22/1932,White Mountains: Hannagan Meadow,NA,"1932-09-22,24--25: 1 male and 9 females collected; skin of male missing 5/79. 1943-06-20A: 1 specimen collected. 1943-06-20B: 1 female with 4 embryos collected. 1952-08-26,29: 1 female collected each day.",NA,NA,General comments,661001.72,3725795.54,H,Historical,Low,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Foote Creek Grazing Allotment,NA,2010-05-04 SMS,2010-05-05 SMS,Yes,1932: min= 10: max= :precision= Quantitative;1943: min= 1: max= :precision= Quantitative;1952: min= 2: max= :precision= Qualitative
4827,AMXXX99999,1,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,030N290E,Greenlee,15060101,33109-F3,Hannagan Meadow,NA,8/23/1972,9/26/1932,Mogollon Rim: Hannagan Meadow,NA,1932-09-26: 6 females and 3 males collected. 1933-07-09--10: 1 female & 2 males collected. 1952-08-29--09-06: Total of 50 voles collected including 28 males and 22 females. 1964-07-24: 1 female collected. 1972-08-23: 1 female collected.,NA,NA,General comments,654090.49,3722998.93,H,Historical,Low,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Hannagan Grazing Allotment,NA,2010-04-29 SMS,1980-06-16 GSM,Yes,1932: min= 9: max= :precision= Quantitative;1933: min= 3: max= :precision= Quantitative;1952: min= 50: max= :precision= Quantitative;1964: min= 1: max= :precision= Quantitative;1972: min= 1: max= :precision= Quantitative
14883,AMXXX99999,14,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,060N290E,Apache,15020001,33109-H3,Rudd Knoll,NA,8/28/1980,8/28/1980,White Mountains: O D Ridge,1980-08-28: Narrow band of moderately open spruce-fir with aspen.,1980-08-28: One specimen collected.,NA,NA,General comments,657250.91,3754684.34,H,Historical,Medium,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; Nutrioso Summer Grazing Allotment,NA,2010-04-30 SMS,1980-09-25 GSM,No,NA
3977,AMXXX99999,26,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,060N310E,Apache,15040004,33109-H1,Escudilla Mountain,NA,1977--,8/19/1953,White Mountains: Escudilla Mountain,NA,1953-08-19: 1 male collected. 1977: Three individuals taken in 1500 trap nights.,NA,NA,General comments,674582.2,3754045.54,H,Historical,Low,? - Uncertain whether full extent of EO is known,Collection/Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Alpine Ranger District; South Escudilla Grazing Allotment,NA,2010-05-04 SMS,1980-02-23 GSM,No,1953: min= 1: max= :precision= Quantitative;1977: min= 1: max= 3:precision= Quantitative
19093,AMXXX99999,31,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,020S290E,Greenlee,15040004,33109-B3,Mitchell Peak,NA,9/10/1914,9/10/1914,"S end Blue Range: Prieto Plateau, Greenlee County. See General Comments.",NA,"1914-09-10: 1 male collected, total length 131 mm; skin & skull preserved.",NA,NA,General comments,656386.82,3677130.18,H,Historical,Very Low,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Clifton Ranger District; Granville Grazing Allotment,NA,2010-05-07 SMS,2010-05-07 SMS,No,NA
3968,AMXXX99999,17,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,090N250E,Apache,15020005,34109-B6,Boundary Butte,NA,8/30/1980,8/30/1980,White Mountains: Wishbone Mtn,1980-08-30: Old-cut moderately dense mixed conifer forest with aspen and robinia on moderate north-facing slope.,"1980-08-30: Two individuals caught, one specimen collected.",NA,NA,General comments,618106.34,3778752.5,H,Historical,Medium,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Lakeside Ranger District; Lake Mountain Grazing Allotment,NA,2010-04-30 SMS,1980-09-25 GSM,No,NA
19790,AMXXX99999,32,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,070N280E,Apache,15020001,34109-A3,Eagar,9/5/2011,9/5/2011,9/5/2011,Apache-Sitgreaves NF: Water Canyon,"2011-09-05: Mixed aspen - coniferous woodland, grass understory.",2011-09-05: 1 specimen observed.,NA,NA,General comments,653417.27,3767082.73,E,Verified extant (viability not assessed),Medium,N - Confident full extent of EO is NOT known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; BLM Safford Field Office; Cross Bar Grazing Allotment,NA,12/20/2011,12/20/2011,No,2011: min= 1: max= :precision= Quantitative
8047,AMXXX99999,24,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,080N260E,Apache,15020001,34109-A5,Greens Peak,NA,1977--,6/17/1977,White Mountains: Sherlock Draw,1977: Spruce forest.,1977-06-17: 1 live-trapped and released. 1977: One individual caught in 1500 trap nights.,NA,NA,General comments,632460.79,3772214.58,H,Historical,High,N - Confident full extent of EO is NOT known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; Green's Peak Grazing Allotment,NA,2015-03-09 SMS,1981-02-20 GSM,No,1977: min= 1: max= 2:precision= Qualitative
8478,AMXXX99999,22,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,080N260E,Apache,15020001,34109-A5,Greens Peak,NA,1977--,6/17/1977,White Mountains: Greens Peak,1977-06-17: Spruce-fir association. 1977: Spruce forest.,"1977-06-17,22: 1 male  collected (6/17) and 3 female s collected (6/22), 2 of the females each had five embryos. 1977: 32 individuals taken in 1500 trap nights. ",NA,NA,General comments,631780.39,3774337.6,H,Historical,Low,? - Uncertain whether full extent of EO is known,Collection/Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; Green's Peak Grazing Allotment,NA,2010-05-07 SMS,1981-02-20 GSM,No,NA
5366,AMXXX99999,25,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,080N260E,Apache,15020002,34109-A5,Greens Peak,NA,1977--,6/22/1977,White Mountains: Greens Peak,1977: Spruce forest.,1977-06-22: 2 s live-trapped and released. 1977: One individual caught in 1500 trap nights.,NA,NA,General comments,631763.03,3776560.32,H,Historical,High,N - Confident full extent of EO is NOT known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; Hall Grazing Allotment,NA,2015-03-09 SMS,1981-02-20 GSM,No,1977: min= 1: max= 2:precision= Quantitative
10815,AMXXX99999,18,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,090N260E,Apache,15020002,34109-B5,Whiting Knoll,NA,8/30/1980,8/30/1980,White Mountains: Saint Peters Dome,1980-08-30: Dense pole-sized spruce-fir with large aspens on moderate NW-facing slope.,"1980-08-30: One specimen collected, juvenile.",NA,NA,General comments,632346.33,3779184.47,H,Historical,Medium,? - Uncertain whether full extent of EO is known,Collection,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; Hall Grazing Allotment,NA,2010-04-30 SMS,1980-09-25 GSM,No,NA
13238,AMXXX99999,16,Magnificent mammal,A magnificent mammal,NA,NA,NA,1C,NA,G5,S3,090N250E,Apache,15020002,34109-B6,Boundary Butte,NA,8/30/1980,8/30/1980,White Mountains: Juan Garcia Mtn,1980-08-30: Old cutover moderately dense mixed conifer near small marsh on interior north facing slope.,"1980-08-30: Four individuals captured, no specimens taken.",NA,NA,General comments,624455.5,3780017.53,H,Historical,Low,? - Uncertain whether full extent of EO is known,Observation,NA,NA,USFS Apache-Sitgreaves National Forest; Springerville Ranger District; Harris Lake Grazing Allotment,NA,2010-04-30 SMS,1980-09-25 SAM,No,NA
