EO_ID,ELCODE,EO_NUM,SNAME,COMNAME,ESA,USFS,BLM,SGCN,NPL,G_RANK,S_RANK,TOWNRANGE,COUNTY,WATERSHED,QUAD,QUADNAME,SURVEYDATE,LASTOBS,FIRSTOBS,DIRECTIONS,GENERAL_DESCRIPTION,EO_DATA,MANAGEMENT_COMMENTS,OWNER_COMMENTS,GENERAL_COMMENTS,REFERENCE_POINT_X,REFERENCE_POINT_Y,NS_EORANK,NS_EORANK_DESC,REP_ACCURACY,CONFIDENCE_EXTENT,EO_TYPE_BCD,AZ_EORANK,EORANK_COMMENTS,OWNERSHIP,SITENAME,UPDATE_AZ,INDATE_AZ,PREV_EST_AVAILABLE_DESC,POP_DATA
5637,ABXXX99999,95,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S230E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,2000,Pinaleno Mountains: Winchester Mountains,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,597440.72,3589930.36,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
5932,ABXXX99999,8,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180N180E,Navajo,15020008,34110-H4,Apache Butte,NA,6/16/1997,6/16/1997,Lcr: Hansen Flat,NA,1997-06-16: Flushed adult from occupied nest.,NA,NA,General comments,554210.83,3868370.38,NA,NA,NA,NA,NA,NA,NA,Private,NA,2000-06-26 SMS,2000-07-10 SMS,NA,NA
6113,ABXXX99999,6,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160N020W,Yavapai,15060202,34112-G4,Chino Valley North,NA,5/7/1998,5/7/1998,Little Chino Valley: Chino Valley,"Nest located high in a large tree in open fields/grassland, within 1/4 mile of ranch buildings.",1998-05-07: One flew from nest to nearby tree and copulated with second.,May Occur On State Land,NA,General comments,362777.03,3852415.75,NA,NA,NA,NA,NA,NA,NA,Private,NA,2000-06-26 SMS,2000-07-10 SMS,NA,NA
6597,ABXXX99999,29,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,190S260E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,2000,1999,Swisshelm Mountains: Squaretop Hills,NA,"1999: 2 adults, 1 nest, 1 fledge. 2000: Total of 4 adults, 2 nests, 5 fledglings for 2 territories.",NA,NA,General comments,623485.42,3517104.41,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-08 SMS,NA,NA
6598,ABXXX99999,30,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S260E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,1999,1999,Swisshelm Mountains: Squaretop Hills,NA,"1999: 2 adults, 1 nest (failed).",NA,NA,General comments,623455.54,3522528.62,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
6628,ABXXX99999,56,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S260E,Cochise,15080301,31109-F6,Elfrida,NA,2000,1999,Sulphur Springs Valley: Whitewater Draw,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,628810.47,3507247.45,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
6811,ABXXX99999,99,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,190S270E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,2000,2000,Swisshelm Mountains: Squaretop Hills,NA,"2000: 2 adults, 1 nest (failed).",NA,NA,General comments,629347.56,3514385.66,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
6814,ABXXX99999,110,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S190E,Cochise,15050202,31110-F3,Huachuca City,NA,2000,2000,Huachuca Mountains: San Ignacio Del Babocomari,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,559500.73,3503279.86,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
7017,ABXXX99999,94,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S240E,Cochise,15050201,32109-D8,West of Greasewood Mountain,NA,2000,2000,Pinaleno Mountains: Winchester Mountains,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,600873.72,3585146.52,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
7018,ABXXX99999,104,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S280E,Cochise,15080301,31109-D5,Douglas NE,NA,2000,2000,Sulphur Springs Valley: NE of Douglas,NA,"2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,641536.61,3473550.51,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
7175,ABXXX99999,54,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S260E,Cochise,15080301,31109-F6,Elfrida,NA,2000,1999,Sulphur Springs Valley: east of Sugarloaf Mountain,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: Total of 4 adults, 2 nests, 1 fledgling for 2 territories.",NA,NA,General comments,620458.11,3508420.11,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
7417,ABXXX99999,62,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,1999,Willcox Playa: W of Pat Hills,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,624750.53,3545545.46,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
7475,ABXXX99999,5,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,260N030W,Coconino,15010004,35112-F5,Tin House,NA,5/30/1998,5/30/1998,"Southeast of Long Point: about 2/3 mile NW of Rincon Tank, about 1/2 mile east northeast of Mexican Tank.",Severely grazed grass basin with snakeweed and scattered junipers.,"1998-05-30: Adult bird observed near 2 very low stick nests, both empty.",NA,NA,General comments,357026.04,3946339.07,NA,NA,NA,NA,NA,NA,NA,Private,NA,2000-06-26 SMS,2000-07-10 SMS,NA,NA
7779,ABXXX99999,115,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,170S260E,Cochise,15050201,31109-H6,Sulphur Hills,NA,2000,2000,Sulphur Hills: Squaretop Hills,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,626298.17,3532738.96,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
8291,ABXXX99999,102,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S310E,Cochise,15080302,31109-D2,Lazy J Ranch,NA,2000,2000,San Bernardino Valley: SW of Paramore Crater,NA,"2000: 2 adults, 1 nest 2 fledglings.",NA,NA,General comments,673118.44,3473555.49,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
8772,ABXXX99999,35,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S230E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,1999,Pinaleno Mountains: NW of Circle I Hills,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,596064.2,3591513.83,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
8776,ABXXX99999,22,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,190S260E,Cochise,15080301,31109-G6,Squaretop Hills West,2000,2000,8/6/1999,Southwest of Squaretop Hills: just north of intersection of Hwy 191 and Rucker Canyon Road.,Farm complex with pine trees.,"1999-08-06: Two adults and 1 nestling in nest in pine tree, 1 dead fledgling on road. 1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,624037.63,3514898.44,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2001-02-01 SMS,NA,NA
9052,ABXXX99999,55,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S260E,Cochise,15080301,31109-F6,Elfrida,NA,2000,1999,Sulphur Springs Valley: SE of Maud Hill,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,625476.17,3507644.63,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
9487,ABXXX99999,2,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S100E,Pima; Pinal,15050303,32111-D3,West of Marana,NA,7/10/1993,7/10/1993,Santa Cruz River: about 1 mile south of Marana Air Park,Pecan grove.,1993-07-10: Nest with young observed.,NA,NA,General comments,469978.03,3594772.44,NA,NA,NA,NA,NA,NA,NA,Private,NA,1996-05-22 DJG,1996-06-11 SSS,NA,NA
9542,ABXXX99999,72,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,210S260E,Cochise,15080301,31109-E6,McNeal,NA,2000,1999,Sulphur Springs Valley: SW of Swisshelm Mountain,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,626514.52,3493928.95,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
9543,ABXXX99999,135,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,150S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,2000,Willcox Playa: SW of Dos Cabezas Mountains,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,622313.31,3553070.26,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-09 GLR,2002-05-13 SMS,NA,NA
9789,ABXXX99999,14,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240N150W,Mohave,15010007,35113-D7,Antares,NA,5/13/1994,5/12/1994,Hualapai Valley: NW of Antares,"Desert grassland with larrea tridentata, acacia and prosopis.",1994-05-12: Adult flying from nest 1-94 containing eggs.  1994-05-13: Nest 2-94 contains eggs.,NA,NA,General comments,240779.48,3929319.06,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-09 GLR,2000-07-10 SMS,NA,NA
9925,ABXXX99999,45,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,180S260E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,2000,1999,Sulphur Hills: Squaretop Hills,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,623450.45,3523663.69,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
10301,ABXXX99999,57,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S260E,Cochise,15080301,31109-F6,Elfrida,NA,1999,1999,Sulphur Springs Valley: W of Swisshelm Mountains,NA,"1999: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,627745.99,3504767.37,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
10354,ABXXX99999,113,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S250E,Cochise,15050201,32109-A7,Sulphur Spring,NA,2000,2000,Willcox Playa: north of Three Sisters Buttes,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,617266.23,3549891.43,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
10380,ABXXX99999,69,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,150S240E,Cochise,15050201,32109-A8,Cochise,NA,1999,1999,Willcox Playa: SW of Red Bird Hills,NA,"1999: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,602937.14,3552293.18,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
10381,ABXXX99999,70,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S260E,Cochise,15080301,31109-D6,Double Adobe,NA,2000,1999,Sulphur Springs Valley: east of Mule Mountains,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,624799.61,3481926.8,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
10555,ABXXX99999,82,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,2000,Willcox Playa: NE of Three Sisters Buttes,NA,"2000: 2 adults, 1 nest (failed).",NA,NA,General comments,619854.83,3548363.92,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
10566,ABXXX99999,111,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,130S240E,Cochise,15050201,32109-C8,Square Mountain,NA,2000,2000,Winchester Mountains: SW of Circle I Hills,NA,"2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,605831.94,3576491.51,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
11021,ABXXX99999,98,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,2000,Willcox Playa: SW of Dos Cabezas Mountains,NA,"2000: 2 adults, 1 nest 2 fledglings.",NA,NA,General comments,624721.29,3543502.78,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
11292,ABXXX99999,34,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S240E,Cochise,15050201,32109-D8,West of Greasewood Mountain,NA,2000,1999,Pinaleno Mountains: NW of Circle I Hills,NA,"1999: Total of 4 adults, 2 nests, 4 fledglings for 2 territories. 2000: Total of 6 adults, 3 nests, 2 fledglings for 3 territories.",NA,NA,General comments,600294.32,3588015.3,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
11497,ABXXX99999,114,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S260E,Cochise,15050201,32109-A6,Dos Cabezas SW,NA,2000,2000,Willcox Playa: NW of Pat Hills,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,623883.34,3547730.48,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
11695,ABXXX99999,88,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S230E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,2000,Pinaleno Mountains: N of Winchester Mountains,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,595993.33,3594725.64,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
11962,ABXXX99999,10,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240N140W,Mohave,15010007,35113-D7,Antares,5/5/1993,5/5/1993,3/10/1981,Hualapai Valley: about 1 mile north of Antares,"Annual grassland, mixed thornscrub.",1981-03-10: Seen circling . 1981-05-12: 2 individuals seen chasing. 1993-05-05:,NA,NA,General comments,244744.62,3926984.37,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2003-12-16 GLR,2000-07-10 SMS,NA,NA
12055,ABXXX99999,43,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,210S260E,Cochise,15080301,31109-E6,McNeal,NA,2000,1999,Sulphur Springs Valley: S of Elfrida,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,623544.77,3498316.58,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
12071,ABXXX99999,67,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S200E,Cochise,15050202,31110-F3,Huachuca City,NA,2000,1999,Mustang Mountains: Babocomari River,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,561973.86,3504417.23,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
12481,ABXXX99999,86,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,160S250E,Cochise,15050201,32109-A7,Sulphur Spring,NA,2000,2000,Willcox Playa: N of Sulphur Hills,NA,"2000: 2 adults, 1 nest, 2 fledlgings.",NA,NA,General comments,616885.93,3542643.07,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
12867,ABXXX99999,41,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S260E,Cochise,15080301,31109-D6,Double Adobe,NA,2000,1999,Sulphur Springs Valley: NE of Mule Mountains,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 3 fledged.",NA,NA,General comments,622585.84,3481971.27,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
12979,ABXXX99999,53,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,200S260E,Cochise,15080301,31109-F6,Elfrida,NA,2000,1999,Sulphur Springs Valley: east of Sugarloaf Mountain,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,619413.09,3507914.12,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
13136,ABXXX99999,59,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,170S250E,Cochise,15050201,31109-H7,Pearce,NA,2000,1999,Dragoon Mountains: W of Sulphur Hills,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,616061.49,3538779.51,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
13278,ABXXX99999,118,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S280E,Cochise,15080301,31109-D5,Douglas NE,NA,2000,2000,Sulphur Springs Valley: north of Douglas,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,638390.54,3474277.51,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
13327,ABXXX99999,20,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,250N170W,Mohave,15010007,35114-E1,Mount Tipton SE,NA,4/17/2000,6/8/1987,Hualapai Valley: Twentysix Wash,Flat valley bottom with widely scattered catclaw acacia trees.  annual grassland.,"1989-06-20: Nest 6-87 active, success unknown.  1989-06-20: Nest 2-89 adult with chick.  2000-04-17: One adult near nest, building nest.",NA,NA,General comments,219349.73,3940039.19,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-09 GLR,2001-02-01 SMS,NA,NA
13630,ABXXX99999,46,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,190S260E,Cochise,15080301,31109-G6,Squaretop Hills West,NA,2000,1999,Turquoise Mountain: Squaretop Hills,NA,"1999: 2 adults, 1 nest (failed). 2000: Total of 4 adults, 2 nests, 2 fledglings.",NA,NA,General comments,622199.22,3514369.96,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
13864,ABXXX99999,89,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S240E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,2000,Pinaleno Mountains: NE of Winchester Mountains,NA,"2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,600860.65,3593179.34,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-10 SMS,NA,NA
14145,ABXXX99999,36,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S230E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,1999,Pinaleno Mountains: NW of Circle I Hills,NA,"1999,2000: 2 adults, 1 nest (failed).",NA,NA,General comments,595904.09,3589919.31,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
14260,ABXXX99999,116,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220S210E,Cochise,15050202,31110-D3,Miller Peak,NA,2000,2000,Huachuca Mountains: Fort Huachuca,NA,"2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,570935.44,3485126.35,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-08 GLR,2002-05-13 SMS,NA,NA
14634,ABXXX99999,61,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,150S250E,Cochise,15050201,32109-A7,Sulphur Spring,NA,2000,1999,Willcox Playa: N of Three Sisters Buttes,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,617327.5,3551622.48,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
14644,ABXXX99999,80,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,110S230E,Graham,15050201,32109-D8,West of Greasewood Mountain,NA,2000,1999,Winchester Mountains: SW of Kane Spring Mtn,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest, 2 fledglings.",NA,NA,General comments,594932.18,3591504.69,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-07 GLR,2002-05-10 SMS,NA,NA
14756,ABXXX99999,63,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,230S270E,Cochise,15080301,31109-D6,Double Adobe,NA,2000,1999,Sulphur Springs Valley: E of Mule Mountains,NA,"1999: 2 adults, 1 nest, 1 fledgling. 2000: 2 adults, 1 nest (failed).",NA,NA,General comments,630247.48,3478698.83,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-03 GLR,2002-05-10 SMS,NA,NA
15086,ABXXX99999,51,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,120S240E,Cochise,15050201,32109-C8,Square Mountain,NA,2000,1999,Winchester Mountains: north of Red Bird Hills,NA,"1999: 2 adults, 1 nest (failed). 2000: 2 adults, 1 nest, 3 fledglings.",NA,NA,General comments,602799.47,3579028.91,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-10 SMS,NA,NA
15176,ABXXX99999,32,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240S260E,Cochise,15080301,31109-C6,Paul Spur,NA,2000,1999,Sulphur Springs Valley: east of Mule Mountains,NA,"1999: 2 adults, 1 nest, 2 fledglings. 2000: 2 adults, 1 nest, 1 fledgling.",NA,NA,General comments,627032.93,3470557.07,NA,NA,NA,NA,NA,NA,NA,Private,NA,2002-05-02 GLR,2002-05-08 SMS,NA,NA
16211,ABXXX99999,137,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,260N170W,Mohave,15010007,35114-F1,Red Lake,7/29/1988,7/29/1988,6/15/1986,Hualapai Valley: Red Lake,"Joshua tree-mixed shrub, creosote, snakeweed.","1986-06-15: Nest 13-86 active, probably fledged 8-4-86.  1987-05-21: Nest 1-87 adult incubating, nest failed 6-19-87.  1988-07-29: Pair with 1 young at nest 2-88.",NA,NA,General comments,218081.96,3950554.61,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-13 GLR,2004-01-09 SMS,NA,NA
16212,ABXXX99999,138,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,250N160W,Mohave,15010007,35113-E8,Music Mountains SW,6/20/1986,6/20/1986,8/6/1981,Hualapai Valley: east of Cerbat Mountains,"Mesquite, saltbush flat","1981-08-06: 1 adults observed, lots of whitewash and eggshell fragments in nest 7-81.  1986-06-20: Nest 18-86 observed, multiple use nest.",NA,NA,General comments,230507.6,3936471.89,NA,NA,Medium,N - Confident full extent of EO is NOT known,NA,NA,NA,Private,NA,2004-01-09 GLR,2004-01-09 SMS,NA,NA
16231,ABXXX99999,141,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,220N150W,Mohave,15010007,35113-C8,Kingman Airport,3/3/1986,3/3/1986,3/3/1986,Hualapai Valley: Kingman,"Annual grassland with yucca, cholla, and filaree.",1986-03-03: Nest observed.,NA,NA,General comments,237835.42,3911040.79,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16238,ABXXX99999,148,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240N160W,Mohave,15010007,35114-D1,Elements Canyon,7/29/1988,7/29/1988,6/2/1987,Hualapai Valley: Cerbat Mountains,Catclaw wash.,"1987-06-02: Nest active, fledged young july 7. 1988-07-29: 2 nestlings observed.",NA,NA,General comments,224779.58,3929167.88,NA,NA,Medium,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
16240,ABXXX99999,149,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,240N150W,Mohave,15010007,35113-D7,Antares,5/13/1994,5/13/1994,5/13/1994,Hualapai Valley: Peacock Mountains,Desert scrub: Creosote and mesquite.,"1994-05-13: Nest 3-94, active.",NA,NA,General comments,241231.53,3924062.56,NA,NA,High,N - Confident full extent of EO is NOT known,Breeding,NA,NA,Private,NA,2004-01-09 GLR,2004-03-08 SMS,NA,NA
20513,ABXXX99999,158,Fascinating bird,A fascinating bird,NA,NA,NA,1C,NA,G5,S3,030N020W,Maricopa,15070102,33112-E4,Waddell,NA,9/28/2012,8/12/2012,West of Phoenix: White Tank Mountains,"2012-09-28: Substrate Lysiloma sp (Desert fern), in out of range Fabaceae (mostly dead due to lack of irrigation water).","2012-09-28: originally 2 nestlings, photos of nest and offspring, see EMF",NA,NA,General comments,367466.42,3714819.1,E,Verified extant (viability not assessed),High,N - Confident full extent of EO is NOT known,breeding/observation,NA,NA,Private,NA,2012-10-31 jkd,2012-10-31 jkd,NA,2012: min= 1: max= 2:precision= Quantitative
